,yhat
0,0.03778026
1,0.03778026
2,0.03778026
3,0.03778026
4,0.03778026
5,0.03778026
6,0.03778026
7,0.03778026
8,0.03778026
9,0.03778026
10,0.03778026
11,0.03778026
12,0.03778026
13,0.03778026
14,0.03778026
15,0.03778026
16,0.03778026
17,0.03778026
18,0.03778026
19,0.03778026
20,0.03778026
21,0.03778026
22,0.03778026
23,0.03778026
24,0.03778026
25,0.03778026
26,0.03778026
27,0.03778026
28,0.03778026
29,0.03778026
30,0.03778026
31,0.03778026
32,0.03778026
33,0.03778026
34,0.03778026
35,0.03778026
36,0.03778026
37,0.03778026
38,0.03778026
39,0.03778026
40,0.03778026
41,0.03778026
42,0.03778026
43,0.03778026
44,0.03778026
45,0.03778026
46,0.03778026
47,0.03778026
48,0.03778026
49,0.03778026
50,0.03778026
51,0.03778026
52,0.03778026
53,0.03778026
54,0.03778026
55,0.03778026
56,0.03778026
57,0.03778026
58,0.03778026
59,0.03778026
60,0.03778026
61,0.03778026
62,0.03778026
63,0.03778026
64,0.03778026
65,0.03778026
66,0.03778026
67,0.03778026
68,0.03778026
69,0.03778026
70,0.03778026
71,0.03778026
72,0.03778026
73,0.03778026
74,0.03778026
75,0.03778026
76,0.03778026
77,0.03778026
78,0.03778026
79,0.03778026
80,0.03778026
81,0.03778026
82,0.03778026
83,0.03778026
84,0.03778026
85,0.03778026
86,0.03778026
87,0.03778026
88,0.03778026
89,0.03778026
90,0.03778026
91,0.03778026
92,0.03778026
93,0.03778026
94,0.03778026
95,0.03778026
96,0.03778026
97,0.03778026
98,0.03778026
99,0.03778026
100,0.03778026
101,0.03778026
102,0.03778026
103,0.03778026
104,0.03778026
105,0.03778026
106,0.03778026
107,0.03778026
108,0.03778026
109,0.03778026
110,0.03778026
111,0.03778026
112,0.03778026
113,0.03778026
114,0.03778026
115,0.03778026
116,0.03778026
117,0.03778026
118,0.03778026
119,0.03778026
120,0.03778026
121,0.03778026
122,0.03778026
123,0.03778026
124,0.03778026
125,0.03778026
126,0.03778026
127,0.03778026
128,0.03778026
129,0.03778026
130,0.03778026
131,0.03778026
132,0.03778026
133,0.03778026
134,0.03778026
135,0.03778026
136,0.03778026
137,0.03778026
138,0.03778026
139,0.03778026
140,0.03778026
141,0.03778026
142,0.03778026
143,0.03778026
144,0.03778026
145,0.03778026
146,0.03778026
147,0.03778026
148,0.03778026
149,0.03778026
150,0.03778026
151,0.03778026
152,0.03778026
153,0.03778026
154,0.03778026
155,0.03778026
156,0.03778026
157,0.03778026
158,0.03778026
159,0.03778026
160,0.03778026
161,0.03778026
162,0.03778026
163,0.03778026
164,0.03778026
165,0.03778026
166,0.03778026
167,0.03778026
168,0.03778026
169,0.03778026
170,0.03778026
171,0.03778026
172,0.03778026
173,0.03778026
174,0.03778026
175,0.03778026
176,0.03778026
177,0.03778026
178,0.03778026
179,0.03778026
180,0.03778026
181,0.03778026
182,0.03778026
183,0.03778026
184,0.03778026
185,0.03778026
186,0.03778026
187,0.03778026
188,0.03778026
189,0.03778026
190,0.03778026
191,0.03778026
192,0.03778026
193,0.03778026
194,0.03778026
195,0.03778026
196,0.03778026
197,0.03778026
198,0.03778026
199,0.03778026
200,0.03778026
201,0.03778026
202,0.03778026
203,0.03778026
204,0.03778026
205,0.03778026
206,0.03778026
207,0.03778026
208,0.03778026
209,0.03778026
210,0.03778026
211,0.03778026
212,0.03778026
213,0.03778026
214,0.03778026
215,0.03778026
216,0.03778026
217,0.03778026
218,0.03778026
219,0.03778026
220,0.03778026
221,0.03778026
222,0.03778026
223,0.03778026
224,0.03778026
225,0.03778026
226,0.03778026
227,0.03778026
228,0.03778026
229,0.03778026
230,0.03778026
231,0.03778026
232,0.03778026
233,0.03778026
234,0.03778026
235,0.03778026
236,0.03778026
237,0.03778026
238,0.03778026
239,0.03778026
240,0.03778026
241,0.03778026
242,0.03778026
243,0.03778026
244,0.03778026
245,0.03778026
246,0.03778026
247,0.03778026
248,0.03778026
249,0.03778026
250,0.03778026
251,0.03778026
252,0.03778026
253,0.03778026
254,0.03778026
255,0.03778026
256,0.03778026
257,0.03778026
258,0.03778026
259,0.03778026
260,0.03778026
261,0.03778026
262,0.03778026
263,0.03778026
264,0.03778026
265,0.03778026
266,0.03778026
267,0.03778026
268,0.03778026
269,0.03778026
270,0.03778026
271,0.03778026
272,0.03778026
273,0.03778026
274,0.03778026
275,0.03778026
276,0.03778026
277,0.03778026
278,0.03778026
279,0.03778026
280,0.03778026
281,0.03778026
282,0.03778026
283,0.03778026
284,0.03778026
285,0.03778026
286,0.03778026
287,0.03778026
288,0.03778026
289,0.03778026
290,0.03778026
291,0.03778026
292,0.03778026
293,0.03778026
294,0.03778026
295,0.03778026
296,0.03778026
297,0.03778026
298,0.03778026
299,0.03778026
300,0.03778026
301,0.03778026
302,0.03778026
303,0.03778026
304,0.03778026
305,0.03778026
306,0.03778026
307,0.03778026
308,0.03778026
309,0.03778026
310,0.03778026
311,0.03778026
312,0.03778026
313,0.03778026
314,0.03778026
315,0.03778026
316,0.03778026
317,0.03778026
318,0.03778026
319,0.03778026
320,0.03778026
321,0.03778026
322,0.03778026
323,0.03778026
324,0.03778026
325,0.03778026
326,0.03778026
327,0.03778026
328,0.03778026
329,0.03778026
330,0.03778026
331,0.03778026
332,0.03778026
333,0.03778026
334,0.03778026
335,0.03778026
336,0.03778026
337,0.03778026
338,0.03778026
339,0.03778026
340,0.03778026
341,0.03778026
342,0.03778026
343,0.03778026
344,0.03778026
345,0.03778026
346,0.03778026
347,0.03778026
348,0.03778026
349,0.03778026
350,0.03778026
351,0.03778026
352,0.03778026
353,0.03778026
354,0.03778026
355,0.03778026
356,0.03778026
357,0.03778026
358,0.03778026
359,0.03778026
360,0.03778026
361,0.03778026
362,0.03778026
363,0.03778026
364,0.03778026
365,0.03778026
366,0.03778026
367,0.03778026
368,0.03778026
369,0.03778026
370,0.03778026
371,0.03778026
372,0.03778026
373,0.03778026
374,0.03778026
375,0.03778026
376,0.03778026
377,0.03778026
378,0.03778026
379,0.03778026
380,0.03778026
381,0.03778026
382,0.03778026
383,0.03778026
384,0.03778026
385,0.03778026
386,0.03778026
387,0.03778026
388,0.03778026
389,0.03778026
390,0.03778026
391,0.03778026
392,0.03778026
393,0.03778026
394,0.03778026
395,0.03778026
396,0.03778026
397,0.03778026
398,0.03778026
399,0.03778026
400,0.03778026
401,0.03778026
402,0.03778026
403,0.03778026
404,0.03778026
405,0.03778026
406,0.03778026
407,0.03778026
408,0.03778026
409,0.03778026
410,0.03778026
411,0.03778026
412,0.03778026
413,0.03778026
414,0.03778026
415,0.03778026
416,0.03778026
417,0.03778026
418,0.03778026
419,0.03778026
420,0.03778026
421,0.03778026
422,0.03778026
423,0.03778026
424,0.03778026
425,0.03778026
426,0.03778026
427,0.03778026
428,0.03778026
429,0.03778026
430,0.03778026
431,0.03778026
432,0.03778026
433,0.03778026
434,0.03778026
435,0.03778026
436,0.03778026
437,0.03778026
438,0.03778026
439,0.03778026
440,0.03778026
441,0.03778026
442,0.03778026
443,0.03778026
444,0.03778026
445,0.03778026
446,0.03778026
447,0.03778026
448,0.03778026
449,0.03778026
450,0.03778026
451,0.03778026
452,0.03778026
453,0.03778026
454,0.03778026
455,0.03778026
456,0.03778026
457,0.03778026
458,0.03778026
459,0.03778026
460,0.03778026
461,0.03778026
462,0.03778026
463,0.03778026
464,0.03778026
465,0.03778026
466,0.03778026
467,0.03778026
468,0.03778026
469,0.03778026
470,0.03778026
471,0.03778026
472,0.03778026
473,0.03778026
474,0.03778026
475,0.03778026
476,0.03778026
477,0.03778026
478,0.03778026
479,0.03778026
480,0.03778026
481,0.03778026
482,0.03778026
483,0.03778026
484,0.03778026
485,0.03778026
486,0.03778026
487,0.03778026
488,0.03778026
489,0.03778026
490,0.03778026
491,0.03778026
492,0.03778026
493,0.03778026
494,0.03778026
495,0.03778026
496,0.03778026
497,0.03778026
498,0.03778026
499,0.03778026
500,0.03778026
501,0.03778026
502,0.03778026
503,0.03778026
504,0.03778026
505,0.03778026
506,0.03778026
507,0.03778026
508,0.03778026
509,0.03778026
510,0.03778026
511,0.03778026
512,0.03778026
513,0.03778026
514,0.03778026
515,0.03778026
516,0.03778026
517,0.03778026
518,0.03778026
519,0.03778026
520,0.03778026
521,0.03778026
522,0.03778026
523,0.03778026
524,0.03778026
525,0.03778026
526,0.03778026
527,0.03778026
528,0.03778026
529,0.03778026
530,0.03778026
531,0.03778026
532,0.03778026
533,0.03778026
534,0.03778026
535,0.03778026
536,0.03778026
537,0.03778026
538,0.03778026
539,0.03778026
540,0.03778026
541,0.03778026
542,0.03778026
543,0.03778026
544,0.03778026
545,0.03778026
546,0.03778026
547,0.03778026
548,0.03778026
549,0.03778026
550,0.03778026
551,0.03778026
552,0.03778026
553,0.03778026
554,0.03778026
555,0.03778026
556,0.03778026
557,0.03778026
558,0.03778026
559,0.03778026
560,0.03778026
561,0.03778026
562,0.03778026
563,0.03778026
564,0.03778026
565,0.03778026
566,0.03778026
567,0.03778026
568,0.03778026
569,0.03778026
570,0.03778026
571,0.03778026
572,0.03778026
573,0.03778026
574,0.03778026
575,0.03778026
576,0.03778026
577,0.03778026
578,0.03778026
579,0.03778026
580,0.03778026
581,0.03778026
582,0.03778026
583,0.03778026
584,0.03778026
585,0.03778026
586,0.03778026
587,0.03778026
588,0.03778026
589,0.03778026
590,0.03778026
591,0.03778026
592,0.03778026
593,0.03778026
594,0.03778026
595,0.03778026
596,0.03778026
597,0.03778026
598,0.03778026
599,0.03778026
600,0.03778026
601,0.03778026
602,0.03778026
603,0.03778026
604,0.03778026
605,0.03778026
606,0.03778026
607,0.03778026
608,0.03778026
609,0.03778026
610,0.03778026
611,0.03778026
612,0.03778026
613,0.03778026
614,0.03778026
615,0.03778026
616,0.03778026
617,0.03778026
618,0.03778026
619,0.03778026
620,0.03778026
621,0.03778026
622,0.03778026
623,0.03778026
624,0.03778026
625,0.03778026
626,0.03778026
627,0.03778026
628,0.03778026
629,0.03778026
630,0.03778026
631,0.03778026
632,0.03778026
633,0.03778026
634,0.03778026
635,0.03778026
636,0.03778026
637,0.03778026
638,0.03778026
639,0.03778026
640,0.03778026
641,0.03778026
642,0.03778026
643,0.03778026
644,0.03778026
645,0.03778026
646,0.03778026
647,0.03778026
648,0.03778026
649,0.03778026
650,0.03778026
651,0.03778026
652,0.03778026
653,0.03778026
654,0.03778026
655,0.03778026
656,0.03778026
657,0.03778026
658,0.03778026
659,0.03778026
660,0.03778026
661,0.03778026
662,0.03778026
663,0.03778026
664,0.03778026
665,0.03778026
666,0.03778026
667,0.03778026
668,0.03778026
669,0.03778026
670,0.03778026
671,0.03778026
672,0.03778026
673,0.03778026
674,0.03778026
675,0.03778026
