,yhat
0,0.01156494
1,0.013891518
2,0.011210263
3,0.011169583
4,0.011089712
5,0.011499107
6,0.01254338
7,0.011263311
8,0.01720491
9,0.011141628
10,0.012707174
11,0.01259315
12,0.8207269
13,0.014057875
14,0.013033032
15,0.013339043
16,0.013033032
17,0.01216808
18,0.017570823
19,0.011585116
20,0.013135076
21,0.012725949
22,0.015362531
23,0.01465714
24,0.011366576
25,0.011156321
26,0.0132371485
27,0.013339043
28,0.0126338005
29,0.015159011
30,0.01267454
31,0.01267454
32,0.011783034
33,0.011222869
34,0.011119634
35,0.011868715
36,0.012725949
37,0.011255205
38,0.0135578215
39,0.012552589
40,0.01282841
41,0.01632917
42,0.014939904
43,0.012585878
44,0.014674157
45,0.012019843
46,0.015486658
47,0.011826366
48,0.011344284
49,0.015867263
50,0.01328817
51,0.011411041
52,0.01109761
53,0.013390541
54,0.015323013
55,0.86794055
56,0.0126338005
57,0.01450187
58,0.0126338005
59,0.011755317
60,0.012227565
61,0.018009365
62,0.015213519
63,0.01777491
64,0.012725949
65,0.015049547
66,0.016084015
67,0.011452615
68,0.014959872
69,0.01107645
70,0.0132371485
71,0.011477172
72,0.016005993
73,0.011232883
74,0.011587054
75,0.012824714
76,0.012929171
77,0.01770246
78,0.012442648
79,0.011119634
80,0.011411041
81,0.013033032
82,0.011831015
83,0.011236101
84,0.011388689
85,0.012189776
86,0.011411041
87,0.012419254
88,0.01107645
89,0.0122464
90,0.011119634
91,0.01282841
92,0.011103094
93,0.011679679
94,0.011182874
95,0.0127258
96,0.013135076
97,0.011933953
98,0.011119634
99,0.018009365
100,0.011630774
101,0.012808472
102,0.011209488
103,0.011366576
104,0.011119634
105,0.011894494
106,0.0126256645
107,0.011976689
108,0.011196256
109,0.011477172
110,0.013135076
111,0.0122464
112,0.012439907
113,0.01156494
114,0.011196256
115,0.012981892
116,0.01232186
117,0.015867263
118,0.0126338005
119,0.012909263
120,0.012398422
121,0.01796472
122,0.013186872
123,0.017105877
124,0.011630774
125,0.01282841
126,0.012930602
127,0.0126336515
128,0.01109761
129,0.016838223
130,0.011660814
131,0.012471288
132,0.012674719
133,0.011543155
134,0.01118803
135,0.011116445
136,0.011089712
137,0.012491584
138,0.01218906
139,0.01653269
140,0.011388689
141,0.013339043
142,0.013084054
143,0.012777209
144,0.011156321
145,0.012268126
146,0.01259315
147,0.011322111
148,0.01156494
149,0.012500495
150,0.01259315
151,0.0122101605
152,0.01259315
153,0.013186127
154,0.012104511
155,0.011277258
156,0.014344007
157,0.01764676
158,0.01251179
159,0.017756999
160,0.011696279
161,0.012777209
162,0.011089712
163,0.018170118
164,0.01784566
165,0.011236101
166,0.014255166
167,0.012471288
168,0.013084054
169,0.012146771
170,0.011452615
171,0.8679407
172,0.011344284
173,0.01259315
174,0.013135076
175,0.012308747
176,0.011717856
177,0.012471288
178,0.012511909
179,0.01282841
180,0.01130116
181,0.014720261
182,0.01282841
183,0.011209488
184,0.01259315
185,0.01152125
186,0.011455148
187,0.013084054
188,0.013186127
189,0.012552589
190,0.011182874
191,0.0127770305
192,0.01731059
193,0.014279246
194,0.017863065
195,0.0123900175
196,0.012356818
197,0.01109761
198,0.011222869
199,0.014885098
200,0.011089712
201,0.016192198
202,0.012511909
203,0.014691204
204,0.016461998
205,0.013135076
206,0.011608869
207,0.019686311
208,0.014113247
209,0.011452615
210,0.82534885
211,0.011982143
212,0.015486658
213,0.014939904
214,0.013502061
215,0.017739058
216,0.011103094
217,0.011339128
218,0.0123900175
219,0.011196256
220,0.011236101
221,0.012646079
222,0.017702341
223,0.011209488
224,0.015899032
225,0.0132371485
226,0.013780415
227,0.012725949
228,0.011477172
229,0.012674719
230,0.012981892
231,0.012674719
232,0.01109761
233,0.013033032
234,0.013084054
235,0.015432179
236,0.011608869
237,0.012725949
238,0.012930781
239,0.012095392
240,0.01109761
241,0.01282841
242,0.01259315
243,0.017585397
244,0.012189776
245,0.01156494
246,0.8216623
247,0.014389783
248,0.012777209
249,0.012725949
250,0.012777209
251,0.0132371485
252,0.011322111
253,0.012725949
254,0.012488931
255,0.0119125545
256,0.012038767
257,0.012674719
258,0.011366576
259,0.012725949
260,0.013033032
261,0.014793128
262,0.01109761
263,0.012674719
264,0.01779291
265,0.011277258
266,0.013339043
267,0.012674719
268,0.012693018
269,0.011116445
270,0.011366576
271,0.0137248635
272,0.012552589
273,0.011196256
274,0.012981892
275,0.0132371485
276,0.01328817
277,0.012777209
278,0.011869431
279,0.013339043
280,0.01807788
281,0.011196256
